,Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
2024,DBD072B,What type of milk was {SP} first fed on a daily basis?  Was it . . .,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2025,DBD072C,What type of milk was {SP} first fed on a daily basis?  Was it . . .,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2026,DBD072D,What type of milk was {SP} first fed on a daily basis?  Was it . . .,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2027,DBD072U,What type of milk was {SP} first fed on a daily basis?  Was it . . .,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2028,DBD080,How old was {SP} when {he/she} started eating solid foods [such as strained foods like baby food or any other non-liquid foods] on a daily basis?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2029,DBD222A,What type of milk was it?  Was it usually . . .,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2030,DBD222B,What type of milk was it?  Was it usually . . .,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2031,DBD222C,What type of milk was it?  Was it usually . . .,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2032,DBD222D,What type of milk was it?  Was it usually . . .,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2033,DBD222U,What type of milk was it?  Was it usually . . .,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2034,DBD381,"During the school year, about how many times a week {do you/does SP} usually get a complete school lunch?",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2035,DBD411,"During the school year, about how many times a week {do you/does SP} usually get a complete breakfast at school?",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2036,DBD895,"Next I'm going to ask you about meals.  By meal, I mean breakfast, lunch and dinner.  During the past 7 days, how many meals {did you/did SP} get that were prepared away from home in places such as restaurants, fast food places, food stands, grocery stores, or from vending machines?  {Please do not include meals provided as part of the school lunch or school breakfast./Please do not include meals provided as part of the community programs you reported earlier.}",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2037,DBD900,How many of those meals {did you/did SP} get from a fast-food or pizza place?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2038,DBD905,"Some grocery stores sell ""ready to eat"" foods such as salads, soups, chicken, sandwiches and cooked vegetables in their salad bars and deli counters.  During the past 30 days, how often did {you/SP} eat ""ready to eat"" foods from the grocery store?  Please do not include sliced meat or cheese you buy for sandwiches and frozen or canned foods.",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2039,DBD910,"During the past 30 days, how often did you {SP} eat frozen meals or frozen pizzas?  Here are some examples of frozen meals and frozen pizzas.",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2040,DBQ010,Now I'm going to ask you some general questions about {SP's} eating habits.  Was {SP} ever breastfed or fed breastmilk?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2041,DBQ197,"Now I'm going to ask a few questions about milk products.  Do not include their use in cooking.  In the past 30 days, how often did {you/SP} have milk to drink or on {your/his/her} cereal?  Please include chocolate and other flavored milks as well as hot cocoa made with milk.  Do not count small amounts of milk added to coffee or tea.  Would you say...",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2042,DBQ229,"The next question is about regular milk use.  A regular milk drinker is someone who uses any type of milk at least 5 times a week.  Using this definition, which statement best describes {you/SP}?...",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2043,DBQ235A,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life.  How often did {you/SP} drink any type of milk, including milk added to cereal when {you were/s/he was} a child between the ages of 5 and 12 years old?  Would you say...",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2044,DBQ235B,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life.  How often did {you/SP} drink any type of milk, including milk added to cereal when {you were/s/he was} a teenager between the ages of 13 and 17 years old?  Would you say...",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2045,DBQ235C,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life.  How often did {you/SP} drink any type of milk, including milk added to cereal when {you were/s/he was} a young adult between the ages of 18 and 35 years old?  Would you say...",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2046,DBQ301,"The next questions are about meals provided by community or government programs.  In the past 12 months, did {you/SP} receive any meals delivered to {your/his/her} home from community programs, ""Meals on Wheels"", or any other programs?",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2047,DBQ330,"In the past 12 months, did {you/SP} go to a community program or senior center to eat prepared meals?",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2048,DBQ360,"During the school year, {do you/does SP} attend a kindergarten, grade school, junior or high school?",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2049,DBQ370,Does {your/SP's} school serve school lunches?  These are complete lunches that cost the same every day.,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2050,DBQ390,"{Do you/Does SP} get these lunches free, at a reduced price, or {do you/does he/she} pay full price?",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2051,DBQ400,Does {your/SP's} school serve a complete breakfast that costs the same every day?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2052,DBQ421,"{Do you/Does SP} get these breakfasts free, at a reduced price, or {do you/does he/she} pay full price?",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2053,DBQ424,(Do you/Does SP) get a free or reduced price meal at any summer program (he/she) attends?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2054,DBQ700,"Next I have some questions about {your/SP?s} eating habits.  In general, how healthy is {your/his/her} overall diet?  Would you say . . .",DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2055,DBQ915,{Do you/Does SP} consider {yourself/himself/herself} to be a vegetarian?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2056,DBQ920,{Do you/Does SP} have any food allergies?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2057,DBQ925a,What foods {are you/is SP} allergic to?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2058,DBQ925b,What foods {are you/is SP} allergic to?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2059,DBQ925c,What foods {are you/is SP} allergic to?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2060,DBQ925d,What foods {are you/is SP} allergic to?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2061,DBQ925e,What foods {are you/is SP} allergic to?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2062,DBQ925f,What foods {are you/is SP} allergic to?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2063,DBQ925g,What foods {are you/is SP} allergic to?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2064,DBQ925h,What foods {are you/is SP} allergic to?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2065,DBQ925i,What foods {are you/is SP} allergic to?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2066,DBQ925j,What foods {are you/is SP} allergic to?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2067,DBQ930,{Are you/Is SP} the person who does most of the planning or preparing of meals in {your/SP's} family?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2068,DBQ935,{Do you/Does SP} share in the planning or preparing of meals with someone else?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2069,DBQ940,{Are you/Is SP} the person who does most of the shopping for food in {your/SP's} family?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2070,DBQ945,{Do you/Does SP} share in the shopping for food with someone else?,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2071,SEQN,Respondent sequence number.,DBQ_E,Diet Behavior & Nutrition,2007,2008,Questionnaire,None
2072,MCD093,In what year did {you/SP} receive {your/his/her} first transfusion?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2073,MCQ010,Has a doctor or other health professional ever told {you/SP} that {you have/s/he/SP has} asthma?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2074,MCQ020,How old {were you/was SP} when {you were/s/he was} first told {he/she} had asthma?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2075,MCQ030,{Do you/Does SP} still have asthma?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2076,MCQ040,"During the past 12 months, {have you/has SP} had an episode of asthma or an asthma attack?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2077,MCQ050,"[During the past 12 months], {have you/has SP} had to visit an emergency room or urgent care center because of asthma?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2078,MCQ053,"During the past 3 months, {have you/has SP} been on treatment for anemia, sometimes called ""tired blood"" or ""low blood""?  [Include diet, iron pills, iron shots, transfusions as treatment.]",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2079,MCQ060,Has a doctor or health professional ever told {you/SP} that {you/s/he/SP} had attention deficit disorder?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2080,MCQ080,Has a doctor or health professional ever told {you/SP} that {you were/s/he/SP was} overweight?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2081,MCQ083,Has a representative from a school or a health professional ever told {you/SP} that {s/he/SP} had a learning disability?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2082,MCQ090,{Have you/Has SP} ever had chickenpox?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2083,MCQ092,{Have you/Has SP} ever received a blood transfusion?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2084,MCQ100,"Has a doctor or health professional ever told {SP} that {s/he} had hypertension, also called high blood pressure?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2085,MCQ110,"Because of {SP's} high blood pressure [hypertension], is {he/she} currently taking medicine?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2086,MCQ114,Has {SP} ever been tested for lead poisoning?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2087,MCQ117Q,How long has it been since {SP} was tested?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2088,MCQ117U,Unit of measure,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2089,MCQ120A,"During the past 12 months, {have you/has SP} had . . .hay fever?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2090,MCQ120B,"During the past 12 months, {have you/has SP} had . . .3 or more ear infections?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2091,MCQ120C,"During the past 12 months, {have you/has SP} had . . .frequent or severe headaches, including migraines?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2092,MCQ120D,"During the past 12 months, {have you/has SP} had . . .stuttering or stammering?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2093,MCQ140,"{Do you/Does SP} have trouble seeing, even when wearing glasses or contact lenses, if {you/he/she} wear{s} them?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2094,MCQ147,Have {SP's} periods or menstrual cycles started yet?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2095,MCQ148,How old was {SP} when her periods or menstrual cycles started?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2096,MCQ150G,"During the past 12 months, that is, since {DISPLAY CURRENT MONTH} of {DISPLAY LAST YEAR}, about how many days did {you/SP} miss school because of an illness or injury?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2097,MCQ150Q,"During the past 12 months, that is, since {DISPLAY CURRENT MONTH} of {DISPLAY LAST YEAR}, about how many days did {you/SP} miss school because of an illness or injury?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2098,MCQ160A,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had arthritis?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2099,MCQ160B,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had congestive heart failure?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2100,MCQ160C,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had coronary heart disease?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2101,MCQ160D,"Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had angina, also called angina pectoris?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2102,MCQ160E,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had a heart attack (also called myocardial infarction)?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2103,MCQ160F,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had a stroke?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2104,MCQ160G,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had emphysema?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2105,MCQ160H,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had a goiter?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2106,MCQ160I,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had another thyroid disease?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2107,MCQ160J,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .was overweight?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2108,MCQ160K,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had chronic bronchitis?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2109,MCQ160L,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had any kind of liver condition?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2110,MCQ170H,{Do you/Does SP} still . . . have a goiter?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2111,MCQ170I,{Do you/Does SP} still . . . have another thyroid disease?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2112,MCQ170K,{Do you/Does SP} still . . . have chronic bronchitis?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2113,MCQ170L,{Do you/Does SP} still . . . have any kind of liver condition?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2114,MCQ180A,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . . had arthritis?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2115,MCQ180B,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had congestive heart failure?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2116,MCQ180C,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had coronary heart disease?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2117,MCQ180D,"How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had angina, also called angina pectoris?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2118,MCQ180E,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had a heart attack (also called myocardial infarction)?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2119,MCQ180F,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had a stroke?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2120,MCQ180G,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had emphysema?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2121,MCQ180H,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had a goiter?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2122,MCQ180I,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had another thyroid disease?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2123,MCQ180K,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had chronic bronchitis?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2124,MCQ180L,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had any kind of liver condition?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2125,MCQ190,Which type of arthritis was it,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2126,MCQ200,"{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had an ulcer, this could be a stomach, duodenal or peptic ulcer?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2127,MCQ210,During the past 12 months {have you/has SP} had an ulcer?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2128,MCQ220,{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had cancer or a malignancy of any kind?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2129,MCQ230A,What kind of cancer was it?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2130,MCQ230B,What kind of cancer was it?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2131,MCQ230C,What kind of cancer was it?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2132,MCQ230D,What kind of cancer was it?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2133,MCQ240A,How old {were you/was SP} when {TYPE OF CANCER/cancer} was first diagnosed?  How old (were you/was SP) when bladder cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2134,MCQ240AA,How old (were you/was SP) when testicular cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2135,MCQ240B,How old {were you/was SP} when blood cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2136,MCQ240BB,How old (were you/was SP) when thyroid cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2137,MCQ240C,How old (were you/was SP) when bone cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2138,MCQ240CC,How old (were you/was SP) when uterine cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2139,MCQ240D,How old (were you/was SP) when brain cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2140,MCQ240DD,How old (were you/was SP) when some other type of cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2141,MCQ240E,How old (were you/was SP) when breast cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2142,MCQ240F,How old (were you/was SP) when cervical cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2143,MCQ240G,How old (were you/was SP) when colon cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2144,MCQ240H,How old (were you/was SP) when esophageal cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2145,MCQ240I,How old (were you/was SP) when gallbladder cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2146,MCQ240J,How old (were you/was SP) when kidney cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2147,MCQ240K,How old (were you/was SP) when larynx or windpipe cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2148,MCQ240L,How old (were you/was SP) when leukemia was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2149,MCQ240M,How old (were you/was SP) when liver cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2150,MCQ240N,How old (were you/was SP) when lung cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2151,MCQ240O,How old (were you/was SP) when lymphoma or Hodgkin's Disease was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2152,MCQ240P,How old (were you/was SP) when melanoma was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2153,MCQ240Q,"How old (were you/was SP) when mouth, tongue, or lip cancer was first diagnosed?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2154,MCQ240R,How old (were you/was SP) when cancer of the nervous system was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2155,MCQ240S,How old (were you/was SP) when ovarian cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2156,MCQ240T,How old (were you/was SP) when pancreatic cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2157,MCQ240U,How old (were you/was SP) when prostate cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2158,MCQ240V,How old (were you/was SP) when rectal cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2159,MCQ240W,How old (were you/was SP) when non-melanoma skin cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2160,MCQ240X,How old (were you/was SP) when the unknown kind of skin cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2161,MCQ240Y,How old (were you/was SP) when soft tissue (muscle or fat) cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2162,MCQ240Z,How old (were you/was SP) when stomach cancer was first diagnosed?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2163,MCQ245A,"During the past 12 months, that is since {DISPLAY CURRENT MONTH} of last year, about how many days did {you/SP} miss work at a job or business because of an illness or injury {do not include maternity leave}?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2164,MCQ245B,"During the past 12 months, that is since {DISPLAY CURRENT MONTH} of last year, about how many days did {you/SP} miss work at a job or business because of an illness or injury {do not include maternity leave}?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2165,MCQ250A,"Including living and deceased, were any of {SP's/ your} biological that is, blood relatives including grandparents, parents, brothers, sisters ever told  by a health professional that they had . . .diabetes?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2166,MCQ250B,"Including living and deceased, were any of {SP's/ your} biological that is, blood relatives including grandparents, parents, brothers, sisters ever told  by a health professional that they had . . .Alzheimer's disease?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2167,MCQ250C,"Including living and deceased, were any of {SP's/ your} biological that is, blood relatives including grandparents, parents, brothers, sisters ever told  by a health professional that they had . . .asthma?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2168,MCQ250D,"Including living and deceased, were any of {SP's/ your} biological that is, blood relatives including grandparents, parents, brothers, sisters ever told  by a health professional that they had . . .arthritis?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2169,MCQ250E,"Including living and deceased, were any of {SP's/ your} biological that is, blood relatives including grandparents, parents, brothers, sisters ever told  by a health professional that they had . . .osteoporosis or brittle bones?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2170,MCQ250F,"Including living and deceased, were any of {SP's/ your} biological that is, blood relatives including grandparents, parents, brothers, sisters ever told  by a health professional that they had . . .high blood pressure or stroke before the age of 50?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2171,MCQ250G,"Including living and deceased, were any of {SP's/ your} biological that is, blood relatives including grandparents, parents, brothers, sisters ever told  by a health professional that they had . . .heart attack or angina before the age of 50?",MCQ,Medical Conditions,1999,2000,Questionnaire,None
2172,MCQ260AA,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2173,MCQ260AB,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2174,MCQ260AC,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2175,MCQ260AD,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2176,MCQ260AE,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2177,MCQ260AF,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2178,MCQ260AG,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2179,MCQ260AH,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2180,MCQ260AI,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2181,MCQ260BA,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2182,MCQ260BB,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2183,MCQ260BC,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2184,MCQ260BD,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2185,MCQ260BE,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2186,MCQ260BF,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2187,MCQ260BG,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2188,MCQ260BH,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2189,MCQ260BI,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2190,MCQ260CA,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2191,MCQ260CB,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2192,MCQ260CC,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2193,MCQ260CD,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2194,MCQ260CE,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2195,MCQ260CF,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2196,MCQ260CG,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2197,MCQ260CH,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2198,MCQ260CI,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2199,MCQ260DA,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2200,MCQ260DB,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2201,MCQ260DC,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2202,MCQ260DD,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2203,MCQ260DE,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2204,MCQ260DF,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2205,MCQ260DG,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2206,MCQ260DH,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2207,MCQ260DI,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2208,MCQ260EA,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2209,MCQ260EB,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2210,MCQ260EC,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2211,MCQ260ED,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2212,MCQ260EE,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2213,MCQ260EF,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2214,MCQ260EG,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2215,MCQ260EH,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2216,MCQ260EI,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2217,MCQ260FA,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
2218,MCQ260FB,Which biological [blood] family member?,MCQ,Medical Conditions,1999,2000,Questionnaire,None
